Would you let's close now,NV\
Now increase the magnification a bit,NV\
Now apply suction here for a second,NV\
Now irrigate this area now,NV\
Now hold that tissue steady,NV\
Now give me a better angle on the bleeding,NV\
Now clamp that vessel quickly,NV\
Now retract the muscle slightly,NV\
Now cauterize now,NV\
Now slow your movement on the left,NV\
Now good keep it like that,NV\
Now switch to the grasper,NV\
Now bring the camera closer,NV\
Now rotate the view slightly,NV\
Now cut right there,NV\
Now watch for the nerve along this path,NV\
Now stay clear while I dissect,NV\
Now count the sponges,NV\
Now verify the instrument count again,NV\
Now are vitals looking good,NV\
Now check the blood pressure now,NV\
Now let's pause for a moment,NV\
Now adjust the table height,NV\
Now small adhesion spotted,NV\
Now proceed gently here,NV\
Now take a quick image for documentation,NV\
Now back up a bit,NV\
Now need better exposure here,NV\
Now bring in the assistant view,NV\
Now how are we on anesthesia,NV\
Now ease up the tension,NV\
Now retract deeper on the right,NV\
Now suction's weak\'97check the line,NV\
Now tilt the scope up a little,NV\
Now keep the field dry,NV\
Now we're almost at the target,NV\
Now re\uc0\u8209 center the view,NV\
Now hold that a second longer,NV\
Now any bleeding left,NV\
Now confirm the margin now,NV\
Now zoom in one more level,NV\
Now switch tools when ready,NV\
Now cut a bit to the left,NV\
Now clear the smoke,NV\
Now preserve that structure,NV\
Now does the depth look okay,NV\
Now clean the lens quickly,NV\
Now almost done here,NV\
Now reinforce that suture,NV\
Now pass me the clip applier,NV\
Now let's close now,NV\
Go ahead and increase the magnification a bit,NV\
Go ahead and apply suction here for a second,NV\
Go ahead and irrigate this area now,NV\
Go ahead and hold that tissue steady,NV\
Go ahead and give me a better angle on the bleeding,NV\
Go ahead and clamp that vessel quickly,NV\
Go ahead and retract the muscle slightly,NV\
Go ahead and cauterize now,NV\
Go ahead and slow your movement on the left,NV\
Go ahead and good keep it like that,NV\
Go ahead and switch to the grasper,NV\
Go ahead and bring the camera closer,NV\
Go ahead and rotate the view slightly,NV\
Go ahead and cut right there,NV\
Go ahead and watch for the nerve along this path,NV\
Go ahead and stay clear while I dissect,NV\
Go ahead and count the sponges,NV\
Go ahead and verify the instrument count again,NV\
Go ahead and are vitals looking good,NV\
Go ahead and check the blood pressure now,NV\
Go ahead and let's pause for a moment,NV\
Go ahead and adjust the table height,NV\
Go ahead and small adhesion spotted,NV\
Go ahead and proceed gently here,NV\
Go ahead and take a quick image for documentation,NV\
Go ahead and back up a bit,NV\
Go ahead and need better exposure here,NV\
Go ahead and bring in the assistant view,NV\
Go ahead and how are we on anesthesia,NV\
Go ahead and ease up the tension,NV\
Go ahead and retract deeper on the right,NV\
Go ahead and suction's weak\'97check the line,NV\
Go ahead and tilt the scope up a little,NV\
Go ahead and keep the field dry,NV\
Go ahead and we're almost at the target,NV\
Go ahead and re\uc0\u8209 center the view,NV\
Go ahead and hold that a second longer,NV\
Go ahead and any bleeding left,NV\
Go ahead and confirm the margin now,NV\
Go ahead and zoom in one more level,NV\
Go ahead and switch tools when ready,NV\
Go ahead and cut a bit to the left,NV\
Go ahead and clear the smoke,NV\
Go ahead and preserve that structure,NV\
Go ahead and does the depth look okay,NV\
Go ahead and clean the lens quickly,NV\
Go ahead and almost done here,NV\
Go ahead and reinforce that suture,NV\
Go ahead and pass me the clip applier,NV\
Go ahead and let's close now,NV\
Team increase the magnification a bit,NV\
Team apply suction here for a second,NV\
Team irrigate this area now,NV\
Team hold that tissue steady,NV\
Team give me a better angle on the bleeding,NV\
Team clamp that vessel quickly,NV\
Team retract the muscle slightly,NV\
Team cauterize now,NV\
Team slow your movement on the left,NV\
Team good keep it like that,NV\
Team switch to the grasper,NV\
Team bring the camera closer,NV\
Team rotate the view slightly,NV\
Team cut right there,NV\
Team watch for the nerve along this path,NV\
Team stay clear while I dissect,NV\
Team count the sponges,NV\
Team verify the instrument count again,NV\
Team are vitals looking good,NV\
Team check the blood pressure now,NV\
Team let's pause for a moment,NV\
Team adjust the table height,NV\
Team small adhesion spotted,NV\
Team proceed gently here,NV\
Team take a quick image for documentation,NV\
Team back up a bit,NV\
Team need better exposure here,NV\
Team bring in the assistant view,NV\
Team how are we on anesthesia,NV\
Team ease up the tension,NV\
Team retract deeper on the right,NV\
Team suction's weak\'97check the line,NV\
Team tilt the scope up a little,NV\
Team keep the field dry,NV\
Team we're almost at the target,NV\
Team re\uc0\u8209 center the view,NV\
Team hold that a second longer,NV\
Team any bleeding left,NV\
Team confirm the margin now,NV\
Team zoom in one more level,NV\
Team switch tools when ready,NV\
Team cut a bit to the left,NV\
Team clear the smoke,NV\
Team preserve that structure,NV\
Team does the depth look okay,NV\
Team clean the lens quickly,NV\
Team almost done here,NV\
Team reinforce that suture,NV\
Team pass me the clip applier,NV\
Team let's close now,NV\
Okay increase the magnification a bit,NV\
Okay apply suction here for a second,NV\
Okay irrigate this area now,NV\
Okay hold that tissue steady,NV\
Okay give me a better angle on the bleeding,NV\
Okay clamp that vessel quickly,NV\
Okay retract the muscle slightly,NV\
Okay cauterize now,NV\
Okay slow your movement on the left,NV\
Okay good keep it like that,NV\
Okay switch to the grasper,NV\
Okay bring the camera closer,NV\
Okay rotate the view slightly,NV\
Okay cut right there,NV\
Okay watch for the nerve along this path,NV\
Okay stay clear while I dissect,NV\
Okay count the sponges,NV\
Okay verify the instrument count again,NV\
Okay are vitals looking good,NV\
Okay check the blood pressure now,NV\
Okay let's pause for a moment,NV\
Okay adjust the table height,NV\
Okay small adhesion spotted,NV\
Okay proceed gently here,NV\
Okay take a quick image for documentation,NV\
Okay back up a bit,NV\
Okay need better exposure here,NV\
Okay bring in the assistant view,NV\
Okay how are we on anesthesia,NV\
Okay ease up the tension,NV\
Okay retract deeper on the right,NV\
Okay suction's weak\'97check the line,NV\
Okay tilt the scope up a little,NV\
Okay keep the field dry,NV\
Okay we're almost at the target,NV\
Okay re\uc0\u8209 center the view,NV\
Okay hold that a second longer,NV\
Okay any bleeding left,NV\
Okay confirm the margin now,NV\
Okay zoom in one more level,NV\
Okay switch tools when ready,NV\
Okay cut a bit to the left,NV\
Okay clear the smoke,NV\
Okay preserve that structure,NV\
Okay does the depth look okay,NV\
Okay clean the lens quickly,NV\
Okay almost done here,NV\
Okay reinforce that suture,NV\
Okay pass me the clip applier,NV\
Okay let's close now,NV\
Alright increase the magnification a bit,NV\
Alright apply suction here for a second,NV\
Alright irrigate this area now,NV\
Alright hold that tissue steady,NV\
Alright give me a better angle on the bleeding,NV\
Alright clamp that vessel quickly,NV\
Alright retract the muscle slightly,NV\
Alright cauterize now,NV\
Alright slow your movement on the left,NV\
Alright good keep it like that,NV\
Alright switch to the grasper,NV\
Alright bring the camera closer,NV\
Alright rotate the view slightly,NV\
Alright cut right there,NV\
Alright watch for the nerve along this path,NV\
Alright stay clear while I dissect,NV\
Alright count the sponges,NV\
Alright verify the instrument count again,NV\
Alright are vitals looking good,NV\
Alright check the blood pressure now,NV\
Alright let's pause for a moment,NV\
Alright adjust the table height,NV\
Alright small adhesion spotted,NV\
Alright proceed gently here,NV\
Alright take a quick image for documentation,NV\
Alright back up a bit,NV\
Alright need better exposure here,NV\
Alright bring in the assistant view,NV\
Alright how are we on anesthesia,NV\
Alright ease up the tension,NV\
Alright retract deeper on the right,NV\
Alright suction's weak\'97check the line,NV\
Alright tilt the scope up a little,NV\
Alright keep the field dry,NV\
Alright we're almost at the target,NV\
Alright re\uc0\u8209 center the view,NV\
Alright hold that a second longer,NV\
Alright any bleeding left,NV\
Alright confirm the margin now,NV\
Alright zoom in one more level,NV\
Alright switch tools when ready,NV\
Alright cut a bit to the left,NV\
Alright clear the smoke,NV\
Alright preserve that structure,NV\
Alright does the depth look okay,NV\
Alright clean the lens quickly,NV\
Alright almost done here,NV\
Alright reinforce that suture,NV\
Alright pass me the clip applier,NV\
Alright let's close now,NV\
Doctor increase the magnification a bit,NV\
Doctor apply suction here for a second,NV\
Doctor irrigate this area now,NV\
Doctor hold that tissue steady,NV\
Doctor give me a better angle on the bleeding,NV\
Doctor clamp that vessel quickly,NV\
Doctor retract the muscle slightly,NV\
Doctor cauterize now,NV\
Doctor slow your movement on the left,NV\
Doctor good keep it like that,NV\
Doctor switch to the grasper,NV\
Doctor bring the camera closer,NV\
Doctor rotate the view slightly,NV\
Doctor cut right there,NV\
Doctor watch for the nerve along this path,NV\
Doctor stay clear while I dissect,NV\
Doctor count the sponges,NV\
Doctor verify the instrument count again,NV\
Doctor are vitals looking good,NV\
Doctor check the blood pressure now,NV\
Doctor let's pause for a moment,NV\
Doctor adjust the table height,NV\
Doctor small adhesion spotted,NV\
Doctor proceed gently here,NV\
Doctor take a quick image for documentation,NV\
Doctor back up a bit,NV\
Doctor need better exposure here,NV\
Doctor bring in the assistant view,NV\
Doctor how are we on anesthesia,NV\
Doctor ease up the tension,NV\
Doctor retract deeper on the right,NV\
Doctor suction's weak\'97check the line,NV\
Doctor tilt the scope up a little,NV\
Doctor keep the field dry,NV\
Doctor we're almost at the target,NV\
Doctor re\uc0\u8209 center the view,NV\
Doctor hold that a second longer,NV\
Doctor any bleeding left,NV\
Doctor confirm the margin now,NV\
Doctor zoom in one more level,NV\
Doctor switch tools when ready,NV\
Doctor cut a bit to the left,NV\
Doctor clear the smoke,NV\
Doctor preserve that structure,NV\
Doctor does the depth look okay,NV\
Doctor clean the lens quickly,NV\
Doctor almost done here,NV\
Doctor reinforce that suture,NV\
Doctor pass me the clip applier,NV\
Doctor let's close now,NV\
Nurse increase the magnification a bit,NV\
Nurse apply suction here for a second,NV\
Nurse irrigate this area now,NV\
Nurse hold that tissue steady,NV\
Nurse give me a better angle on the bleeding,NV\
Nurse clamp that vessel quickly,NV\
Nurse retract the muscle slightly,NV\
Nurse cauterize now,NV\
Nurse slow your movement on the left,NV\
Nurse good keep it like that,NV\
Nurse switch to the grasper,NV\
Nurse bring the camera closer,NV\
Nurse rotate the view slightly,NV\
Nurse cut right there,NV\
Nurse watch for the nerve along this path,NV\
Nurse stay clear while I dissect,NV\
Nurse count the sponges,NV\
Nurse verify the instrument count again,NV\
Nurse are vitals looking good,NV\
Nurse check the blood pressure now,NV\
Nurse let's pause for a moment,NV\
Nurse adjust the table height,NV\
Nurse small adhesion spotted,NV\
Nurse proceed gently here,NV\
Nurse take a quick image for documentation,NV\
Nurse back up a bit,NV\
Nurse need better exposure here,NV\
Nurse bring in the assistant view,NV\
Nurse how are we on anesthesia,NV\
Nurse ease up the tension,NV\
Nurse retract deeper on the right,NV\
Nurse suction's weak\'97check the line,NV\
Nurse tilt the scope up a little,NV\
Nurse keep the field dry,NV\
Nurse we're almost at the target,NV\
Nurse re\uc0\u8209 center the view,NV\
Nurse hold that a second longer,NV\
Nurse any bleeding left,NV\
Nurse confirm the margin now,NV\
Nurse zoom in one more level,NV\
Nurse switch tools when ready,NV\
Nurse cut a bit to the left,NV\
Nurse clear the smoke,NV\
Nurse preserve that structure,NV\
Nurse does the depth look okay,NV\
Nurse clean the lens quickly,NV\
Nurse almost done here,NV\
Nurse reinforce that suture,NV\
Nurse pass me the clip applier,NV\
Nurse let's close now,NV\
Assistant increase the magnification a bit,NV\
Assistant apply suction here for a second,NV\
Assistant irrigate this area now,NV\
Assistant hold that tissue steady,NV\
Assistant give me a better angle on the bleeding,NV\
Assistant clamp that vessel quickly,NV\
Assistant retract the muscle slightly,NV\
Assistant cauterize now,NV\
Assistant slow your movement on the left,NV\
Assistant good keep it like that,NV\
Assistant switch to the grasper,NV\
Assistant bring the camera closer,NV\
Assistant rotate the view slightly,NV\
Assistant cut right there,NV\
Assistant watch for the nerve along this path,NV\
Assistant stay clear while I dissect,NV\
Assistant count the sponges,NV\
Assistant verify the instrument count again,NV\
Assistant are vitals looking good,NV\
Assistant check the blood pressure now,NV\
Assistant let's pause for a moment,NV\
Assistant adjust the table height,NV\
Assistant small adhesion spotted,NV\
Assistant proceed gently here,NV\
Assistant take a quick image for documentation,NV\
Assistant back up a bit,NV\
Assistant need better exposure here,NV\
Assistant bring in the assistant view,NV\
Assistant how are we on anesthesia,NV\
Assistant ease up the tension,NV\
Assistant retract deeper on the right,NV\
Assistant suction's weak\'97check the line,NV\
Assistant tilt the scope up a little,NV\
Assistant keep the field dry,NV\
Assistant we're almost at the target,NV\
Assistant re\uc0\u8209 center the view,NV\
Assistant hold that a second longer,NV\
Assistant any bleeding left,NV\
Assistant confirm the margin now,NV\
Assistant zoom in one more level,NV\
Assistant switch tools when ready,NV\
Assistant cut a bit to the left,NV\
Assistant clear the smoke,NV\
Assistant preserve that structure,NV\
Assistant does the depth look okay,NV\
Assistant clean the lens quickly,NV\
Assistant almost done here,NV\
Assistant reinforce that suture,NV\
Assistant pass me the clip applier,NV\
Assistant let's close now,NV\
Quickly increase the magnification a bit,NV\
Quickly apply suction here for a second,NV\
Quickly irrigate this area now,NV\
Quickly hold that tissue steady,NV\
Quickly give me a better angle on the bleeding,NV\
Quickly clamp that vessel quickly,NV\
Quickly retract the muscle slightly,NV\
Quickly cauterize now,NV\
Quickly slow your movement on the left,NV\
Quickly good keep it like that,NV\
Quickly switch to the grasper,NV\
Quickly bring the camera closer,NV\
Quickly rotate the view slightly,NV\
Quickly cut right there,NV\
Quickly watch for the nerve along this path,NV\
Quickly stay clear while I dissect,NV\
Quickly count the sponges,NV\
Quickly verify the instrument count again,NV\
Quickly are vitals looking good,NV\
Quickly check the blood pressure now,NV\
Quickly let's pause for a moment,NV\
Quickly adjust the table height,NV\
Quickly small adhesion spotted,NV\
Quickly proceed gently here,NV\
Quickly take a quick image for documentation,NV\
Quickly back up a bit,NV\
Quickly need better exposure here,NV\
Quickly bring in the assistant view,NV\
Quickly how are we on anesthesia,NV\
Quickly ease up the tension,NV\
Quickly retract deeper on the right,NV\
Quickly suction's weak\'97check the line,NV\
Quickly tilt the scope up a little,NV\
Quickly keep the field dry,NV\
Quickly we're almost at the target,NV\
Quickly re\uc0\u8209 center the view,NV\
Quickly hold that a second longer,NV\
Quickly any bleeding left,NV\
Quickly confirm the margin now,NV\
Quickly zoom in one more level,NV\
Quickly switch tools when ready,NV\
Quickly cut a bit to the left,NV\
Quickly clear the smoke,NV\
Quickly preserve that structure,NV\
Quickly does the depth look okay,NV\
Quickly clean the lens quickly,NV\
Quickly almost done here,NV\
Quickly reinforce that suture,NV\
Quickly pass me the clip applier,NV\
Quickly let's close now,NV\
Carefully increase the magnification a bit,NV\
Carefully apply suction here for a second,NV\
Carefully irrigate this area now,NV\
Carefully hold that tissue steady,NV\
Carefully give me a better angle on the bleeding,NV\
Carefully clamp that vessel quickly,NV\
Carefully retract the muscle slightly,NV\
Carefully cauterize now,NV\
Carefully slow your movement on the left,NV\
Carefully good keep it like that,NV\
Carefully switch to the grasper,NV\
Carefully bring the camera closer,NV\
Carefully rotate the view slightly,NV\
Carefully cut right there,NV\
Carefully watch for the nerve along this path,NV\
Carefully stay clear while I dissect,NV\
Carefully count the sponges,NV\
Carefully verify the instrument count again,NV\
Carefully are vitals looking good,NV\
Carefully check the blood pressure now,NV\
Carefully let's pause for a moment,NV\
Carefully adjust the table height,NV\
Carefully small adhesion spotted,NV\
Carefully proceed gently here,NV\
Carefully take a quick image for documentation,NV\
Carefully back up a bit,NV\
Carefully need better exposure here,NV\
Carefully bring in the assistant view,NV\
Carefully how are we on anesthesia,NV\
Carefully ease up the tension,NV\
Carefully retract deeper on the right,NV\
Carefully suction's weak\'97check the line,NV\
Carefully tilt the scope up a little,NV\
Carefully keep the field dry,NV\
Carefully we're almost at the target,NV\
Carefully re\uc0\u8209 center the view,NV\
Carefully hold that a second longer,NV\
Carefully any bleeding left,NV\
Carefully confirm the margin now,NV\
Carefully zoom in one more level,NV\
Carefully switch tools when ready,NV\
Carefully cut a bit to the left,NV\
Carefully clear the smoke,NV\
Carefully preserve that structure,NV\
Carefully does the depth look okay,NV\
Carefully clean the lens quickly,NV\
Carefully almost done here,NV\
Carefully reinforce that suture,NV\
Carefully pass me the clip applier,NV\
Carefully let's close now,NV\
Gently increase the magnification a bit,NV\
Gently apply suction here for a second,NV\
Gently irrigate this area now,NV\
Gently hold that tissue steady,NV\
Gently give me a better angle on the bleeding,NV\
Gently clamp that vessel quickly,NV\
Gently retract the muscle slightly,NV\
Gently cauterize now,NV\
Gently slow your movement on the left,NV\
Gently good keep it like that,NV\
Gently switch to the grasper,NV\
Gently bring the camera closer,NV\
Gently rotate the view slightly,NV\
Gently cut right there,NV\
Gently watch for the nerve along this path,NV\
Gently stay clear while I dissect,NV\
Gently count the sponges,NV\
Gently verify the instrument count again,NV\
Gently are vitals looking good,NV\
Gently check the blood pressure now,NV\
Gently let's pause for a moment,NV\
Gently adjust the table height,NV\
Gently small adhesion spotted,NV\
Gently proceed gently here,NV\
Gently take a quick image for documentation,NV\
Gently back up a bit,NV\
Gently need better exposure here,NV\
Gently bring in the assistant view,NV\
Gently how are we on anesthesia,NV\
Gently ease up the tension,NV\
Gently retract deeper on the right,NV\
Gently suction's weak\'97check the line,NV\
Gently tilt the scope up a little,NV\
Gently keep the field dry,NV\
Gently we're almost at the target,NV\
Gently re\uc0\u8209 center the view,NV\
Gently hold that a second longer,NV\
Gently any bleeding left,NV\
Gently confirm the margin now,NV\
Gently zoom in one more level,NV\
Gently switch tools when ready,NV\
Gently cut a bit to the left,NV\
Gently clear the smoke,NV\
Gently preserve that structure,NV\
Gently does the depth look okay,NV\
Gently clean the lens quickly,NV\
Gently almost done here,NV\
Gently reinforce that suture,NV\
Gently pass me the clip applier,NV\
Gently let's close now,NV\
Slowly increase the magnification a bit,NV\
Slowly apply suction here for a second,NV\
Slowly irrigate this area now,NV\
Slowly hold that tissue steady,NV\
Slowly give me a better angle on the bleeding,NV\
Slowly clamp that vessel quickly,NV\
Slowly retract the muscle slightly,NV\
Slowly cauterize now,NV\
Slowly slow your movement on the left,NV\
Slowly good keep it like that,NV\
Slowly switch to the grasper,NV\
Slowly bring the camera closer,NV\
Slowly rotate the view slightly,NV\
Slowly cut right there,NV\
Slowly watch for the nerve along this path,NV\
Slowly stay clear while I dissect,NV\
Slowly count the sponges,NV\
Slowly verify the instrument count again,NV\
Slowly are vitals looking good,NV\
Slowly check the blood pressure now,NV\
Slowly let's pause for a moment,NV\
Slowly adjust the table height,NV\
Slowly small adhesion spotted,NV\
Slowly proceed gently here,NV\
Slowly take a quick image for documentation,NV\
Slowly back up a bit,NV\
